site_name,site,depth_designation,dt,month,year,time,hour,depth,chl,chl_cens,chl_flag,phaeo,phaeo_flag,phaeo_cens,nox_n,nox_n_cens,nox_n_flag,nh4_n,nh4_n_cens,nh4_n_flag,tn,tn_flag,op_p,op_p_flag,tp,tp_cens,tp_flag,tss,tss_cens,tss_flag,Sample Comments,Validation Comments,Latitude,Longitude
FORE RIVER - FR09,FR09, SUR,2020-06-16,Jun,2020,11:30,11,0.2,4.2,FALSE,FALSE,0.45,FALSE,FALSE,0.0095,FALSE,FALSE,0.013,FALSE,FALSE,,FALSE,0.0209,TRUE,0.0307,FALSE,FALSE,2,FALSE,TRUE,,"Hold time exceeded by 2.4 hours., SAMPLE BEYOND 48 H HOLDING TIME",43.6577,-70.23539
FORE RIVER - FR09,FR09, SUR,2020-07-16,Jul,2020,10:25,10,0.1,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,0.24618051298,FALSE,,FALSE,,FALSE,FALSE,,FALSE,FALSE,,,43.6577,-70.23539
FORE RIVER - FR09,FR09, SUR,2020-07-16,Jul,2020,10:25,10,0.2,3.23,FALSE,FALSE,6.24,FALSE,FALSE,0.0097,FALSE,FALSE,0.012,FALSE,FALSE,,FALSE,0.0156,TRUE,0.0284,FALSE,FALSE,3.2,FALSE,FALSE,,SAMPLE BEYOND 48 H HOLDING TIME,43.6577,-70.23539
FORE RIVER - FR09,FR09, MAX,2020-07-16,Jul,2020,11:05,11,3,3.41,FALSE,FALSE,6.77,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,FALSE,FALSE,,FALSE,FALSE,,,43.6577,-70.23539
FORE RIVER - FR09,FR09, BOT,2020-07-16,Jul,2020,11:10,11,12.3,,FALSE,FALSE,,FALSE,FALSE,0.0166,FALSE,FALSE,0.01,TRUE,FALSE,0.21836772372,FALSE,0.018,TRUE,0.0293,FALSE,FALSE,,FALSE,FALSE,,SAMPLE BEYOND 48 H HOLDING TIME,43.6577,-70.23539
FORE RIVER - FR09,FR09, SUR,2020-07-29,Jul,2020,10:05,10,0.1,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,0.18320574323,FALSE,,FALSE,,FALSE,FALSE,,FALSE,FALSE,,,43.6577,-70.23539
FORE RIVER - FR09,FR09, SUR,2020-07-29,Jul,2020,10:05,10,0.2,2.07,FALSE,FALSE,5.26,FALSE,FALSE,0.0091,FALSE,FALSE,0.013,FALSE,FALSE,,FALSE,0.0226,TRUE,0.0292,FALSE,FALSE,8.3,FALSE,TRUE,,"SAMPLE ANALYZED ONE HOUR OVER HOLDING TIME, SAMPLE BEYOND 48 H HOLDING TIME",43.6577,-70.23539
FORE RIVER - FR09,FR09, MAX,2020-07-29,Jul,2020,10:45,10,4,2.7,FALSE,FALSE,6.25,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,FALSE,FALSE,,FALSE,FALSE,,,43.6577,-70.23539
FORE RIVER - FR09,FR09, SUR,2020-08-21,Aug,2020,10:34,10,0.1,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,0.14451835408,FALSE,,FALSE,,FALSE,FALSE,,FALSE,FALSE,,,43.6577,-70.23539
FORE RIVER - FR09,FR09, SUR,2020-08-21,Aug,2020,10:34,10,0.2,3.24,FALSE,FALSE,4.5,FALSE,FALSE,0.002,TRUE,FALSE,0.008,FALSE,TRUE,,FALSE,0.0161,TRUE,0.0319,FALSE,FALSE,3.9,FALSE,FALSE,,SAMPLE BEYOND 48 H HOLDING TIME,43.6577,-70.23539
FORE RIVER - FR09,FR09, SUR,2020-09-14,Sep,2020,12:05,12,0.1,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,0.33928939848,FALSE,,FALSE,,FALSE,FALSE,,FALSE,FALSE,,,43.6577,-70.23539
FORE RIVER - FR09,FR09, SUR,2020-09-14,Sep,2020,12:05,12,0.2,3.81,FALSE,FALSE,13.6,FALSE,FALSE,0.002,TRUE,FALSE,0.011,FALSE,FALSE,,FALSE,0.019,TRUE,0.0371,FALSE,FALSE,5,FALSE,FALSE,,SAMPLE BEYOND 48 H HOLDING TIME,43.6577,-70.23539
FORE RIVER - FR09,FR09, SUR,2020-10-19,Oct,2020,10:10,10,0.1,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,0.35604393524,FALSE,,FALSE,,FALSE,FALSE,,FALSE,FALSE,,,43.6577,-70.23539
FORE RIVER - FR09,FR09, SUR,2020-10-19,Oct,2020,10:10,10,0.2,1.35,FALSE,FALSE,2.59,FALSE,FALSE,0.0577,FALSE,FALSE,0.014,FALSE,FALSE,,FALSE,0.0228,TRUE,0.0423,FALSE,FALSE,5.4,FALSE,FALSE,,SAMPLE BEYOND 48 H HOLDING TIME,43.6577,-70.23539
FORT GORGES - P6FGG,P6FGG, SUR,2018-05-10,May,2018,10:37,10,0.2,0.771,FALSE,FALSE,0.45,FALSE,FALSE,0.063,FALSE,FALSE,0.066,FALSE,FALSE,0.371,FALSE,0.012,TRUE,0.022,FALSE,FALSE,2.5,TRUE,FALSE,,OUT OF HOLD TIME.,43.662222,-70.226389
FORT GORGES - P6FGG,P6FGG, BOT,2018-05-10,May,2018,11:00,11,17.6,,FALSE,FALSE,,FALSE,FALSE,0.042,FALSE,FALSE,0.032,FALSE,FALSE,0.215,FALSE,0.015,TRUE,0.027,FALSE,FALSE,,FALSE,FALSE,,OUT OF HOLD TIME.,43.662222,-70.226389
FORT GORGES - P6FGG,P6FGG, SUR,2018-08-08,Aug,2018,11:34,11,0.2,3.62,FALSE,FALSE,0.72,FALSE,FALSE,0.014,FALSE,FALSE,0.04,FALSE,FALSE,0.351,FALSE,0.013,TRUE,0.053,FALSE,FALSE,4.2,FALSE,FALSE,,VALUE ESTIMATED HIGH DUE TO BLANK CONTAMINATION. SAMPLE OUT OF HOLD TIME.,43.662222,-70.226389
FORT GORGES - P6FGG,P6FGG, BOT,2018-08-08,Aug,2018,11:44,11,16.8,,FALSE,FALSE,,FALSE,FALSE,0.025,FALSE,FALSE,0.078,FALSE,FALSE,0.374,FALSE,0.02,TRUE,0.086,FALSE,FALSE,,FALSE,FALSE,,VALUE ESTIMATED HIGH DUE TO BLANK CONTAMINATION. SAMPLE OUT OF HOLD TIME.,43.662222,-70.226389
FORT GORGES - P6FGG,P6FGG, SUR,2019-05-15,May,2019,13:21,13,0.2,4.77,FALSE,FALSE,0.75,FALSE,FALSE,0.0259,FALSE,FALSE,0.4,TRUE,FALSE,0.389,FALSE,0.0084,TRUE,0.03,FALSE,FALSE,6.1,FALSE,TRUE,,"Hold time exceeded by 0.6 hours., OUT OF HOLD TIME.",43.662222,-70.226389
FORT GORGES - P6FGG,P6FGG, BOT,2019-05-15,May,2019,13:28,13,16.02,,FALSE,FALSE,,FALSE,FALSE,0.0119,FALSE,FALSE,0.4,TRUE,FALSE,0.205,FALSE,0.0071,TRUE,0.034,FALSE,FALSE,,FALSE,FALSE,,OUT OF HOLD TIME.,43.662222,-70.226389
FORT GORGES - P6FGG,P6FGG, SUR,2019-06-05,Jun,2019,10:58,10,0.2,1.75,FALSE,FALSE,0.566,FALSE,FALSE,0.0196,FALSE,FALSE,4,TRUE,FALSE,0.508,FALSE,0.0113,TRUE,0.028,FALSE,FALSE,2,FALSE,TRUE,,"Hold time exceeded by 2.4 hours., OUT OF HOLD TIME.",43.662222,-70.226389
FORT GORGES - P6FGG,P6FGG, BOT,2019-06-05,Jun,2019,11:05,11,14.1,,FALSE,FALSE,,FALSE,FALSE,0.031,FALSE,FALSE,4,TRUE,FALSE,0.314,FALSE,0.0146,TRUE,0.029,FALSE,FALSE,,FALSE,FALSE,,OUT OF HOLD TIME.,43.662222,-70.226389
FORT GORGES - P6FGG,P6FGG, SUR,2019-06-27,Jun,2019,12:40,12,0.2,4.68,FALSE,FALSE,1.48,FALSE,FALSE,0.0298,FALSE,FALSE,0.008,FALSE,FALSE,0.259,FALSE,0.0075,TRUE,0.03,FALSE,FALSE,4.4,FALSE,FALSE,,OUT OF HOLD TIME.,43.662222,-70.226389
FORT GORGES - P6FGG,P6FGG, SUR,2019-07-19,Jul,2019,09:44,9,0.2,3.39,FALSE,FALSE,0.16,FALSE,TRUE,0.0122,FALSE,FALSE,0.02,TRUE,FALSE,0.222,FALSE,0.0091,TRUE,0.031,FALSE,FALSE,2.8,FALSE,FALSE,,OUT OF HOLD TIME.,43.662222,-70.226389
FORT GORGES - P6FGG,P6FGG, SUR,2019-08-12,Aug,2019,13:52,13,0.2,2.51,FALSE,FALSE,0.55,FALSE,FALSE,0.002,TRUE,FALSE,0.01,TRUE,FALSE,0.261,FALSE,0.0143,TRUE,0.031,FALSE,FALSE,5.5,FALSE,FALSE,,OUT OF HOLD TIME.,43.662222,-70.226389
FORT GORGES - P6FGG,P6FGG, SUR,2019-09-03,Sep,2019,12:17,12,0.2,6.15,FALSE,FALSE,1.69,FALSE,FALSE,0.01,TRUE,FALSE,0.01,TRUE,FALSE,0.255,FALSE,0.0122,TRUE,0.0351,FALSE,FALSE,3.8,FALSE,FALSE,,OUT OF HOLD TIME.,43.662222,-70.226389
FORT GORGES - P6FGG,P6FGG, SUR,2019-09-24,Sep,2019,10:35,10,0.2,1.42,FALSE,FALSE,0.57,FALSE,FALSE,0.0211,FALSE,FALSE,0.008,FALSE,TRUE,0.331,FALSE,0.0216,TRUE,0.0317,FALSE,FALSE,4,FALSE,FALSE,,OUT OF HOLD TIME.,43.662222,-70.226389
FORT GORGES - P6FGG,P6FGG, SUR,2019-10-16,Oct,2019,10:44,10,0.2,3.04,FALSE,FALSE,0.974,FALSE,FALSE,0.0203,FALSE,FALSE,0.016,FALSE,FALSE,0.223,FALSE,0.017,TRUE,0.0381,FALSE,FALSE,4.8,FALSE,FALSE,,OUT OF HOLD TIME.,43.662222,-70.226389
FORT GORGES - P6FGG,P6FGG, SUR,2020-06-16,Jun,2020,13:06,13,0.1,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,0.1870783358,FALSE,,FALSE,,FALSE,FALSE,,FALSE,FALSE,,,43.662222,-70.226389
FORT GORGES - P6FGG,P6FGG, SUR,2020-07-16,Jul,2020,10:10,10,0.1,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,0.2774699009,FALSE,,FALSE,,FALSE,FALSE,,FALSE,FALSE,,,43.662222,-70.226389
FORT GORGES - P6FGG,P6FGG, SUR,2020-07-29,Jul,2020,10:03,10,0.1,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,0.2300378459,FALSE,,FALSE,,FALSE,FALSE,,FALSE,FALSE,,,43.662222,-70.226389
FORT GORGES - P6FGG,P6FGG, SUR,2020-08-21,Aug,2020,11:15,11,0.1,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,0.19745899187,FALSE,,FALSE,,FALSE,FALSE,,FALSE,FALSE,,,43.662222,-70.226389
FORT GORGES - P6FGG,P6FGG, SUR,2020-09-24,Sep,2020,11:06,11,0.1,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,0.33450238797,FALSE,,FALSE,,FALSE,FALSE,,FALSE,FALSE,,,43.662222,-70.226389
FORT GORGES - P6FGG,P6FGG, SUR,2020-10-19,Oct,2020,12:55,12,0.1,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,0.30099331445,FALSE,,FALSE,,FALSE,FALSE,,FALSE,FALSE,,,43.662222,-70.226389
HARRASEEKET RIVER - HR01,HR01,,2016-07-05,Jul,2016,17:07,17,0.2,6.73,FALSE,FALSE,2.3,FALSE,FALSE,0.009,FALSE,FALSE,0.048,FALSE,FALSE,0.348,TRUE,0.013,TRUE,0.051,FALSE,FALSE,,FALSE,FALSE,NO QC DATA RUN WITH THIS DATA.,"EXCEEDS 28 DAY HOLD TIME BY 4 DAYS., EXCEEDS 48 HOUR HOLD TIME BY 11 DAYS. ESTIMATED HIGH DUE TO BLANK CONTAMINATION.",43.84239,-70.09994
HARRASEEKET RIVER - HR01,HR01,,2016-07-19,Jul,2016,14:55,14,0.2,3.95,FALSE,FALSE,1.02,FALSE,FALSE,0.033,FALSE,TRUE,0.012,FALSE,FALSE,0.38,FALSE,0.006,TRUE,0.039,FALSE,FALSE,,FALSE,FALSE,NO QC RUN WITH THIS DATA.,"ESTIMATED HIGH DUE TO BLANK CONTAMINATION, EXCEEDS 48 HOUR HOLD TIME BY 7 DAYS. ESTIMATED HIGH DUE TO BLANK CONTAMINATION.",43.84239,-70.09994
HARRASEEKET RIVER - HR01,HR01,,2016-08-01,Aug,2016,14:15,14,0.2,6.39,FALSE,TRUE,2.91,TRUE,FALSE,0.109,FALSE,FALSE,0.032,FALSE,FALSE,0.401,FALSE,0.012,TRUE,0.051,FALSE,FALSE,,FALSE,FALSE,NO QC RUN WITH THIS DATA.,"COOLER OUT OF TEMPERATURE (16.1 DEG C), EXCEEDS 48 HOUR HOLD TIME BY 12 DAYS",43.84239,-70.09994
HARRASEEKET RIVER - HR01,HR01,,2016-08-12,Aug,2016,11:30,11,0.2,,FALSE,FALSE,,FALSE,FALSE,0.01,FALSE,FALSE,0.021,FALSE,FALSE,0.359,TRUE,0.005,TRUE,0.034,FALSE,FALSE,,FALSE,FALSE,,"EXCEEDS 48 HOUR HOLD TIME BY 15 DAYS, ONE LCS EXCEEDED LMITS (112%).",43.84239,-70.09994
HARRASEEKET RIVER - HR01,HR01,,2016-08-27,Aug,2016,07:00,7,0.2,,FALSE,FALSE,,FALSE,FALSE,0.005,TRUE,FALSE,0.037,FALSE,FALSE,0.164,FALSE,0.007,TRUE,0.013,FALSE,FALSE,,FALSE,FALSE,,EXCEEDS 48 HOUR HOLD TIME BY 14 DAYS,43.84239,-70.09994
HARRASEEKET RIVER - HR01,HR01,,2016-09-12,Sep,2016,10:50,10,0.2,,FALSE,FALSE,,FALSE,FALSE,0.005,TRUE,FALSE,0.008,FALSE,FALSE,0.248,FALSE,0.005,TRUE,0.037,FALSE,FALSE,,FALSE,FALSE,,EXCEEDS 48 HOUR HOLD TIME BY 19 DAYS,43.84239,-70.09994
HARRASEEKET RIVER - HR01,HR01,,2016-09-24,Sep,2016,09:05,9,0.2,,FALSE,FALSE,,FALSE,FALSE,0.025,FALSE,FALSE,0.029,FALSE,FALSE,0.444,FALSE,0.011,TRUE,0.03,FALSE,FALSE,,FALSE,FALSE,,EXCEEDS 48 HOUR HOLD TIME BY 21 DAYS. ESTIMATED HIGH DUE TO BLANK CONTAMINATION.,43.84239,-70.09994
HARRASEEKET RIVER - HR02,HR02,,2016-07-05,Jul,2016,13:35,13,0.2,,FALSE,FALSE,,FALSE,FALSE,0.005,TRUE,FALSE,0.025,FALSE,FALSE,0.223,TRUE,0.01,TRUE,0.028,FALSE,FALSE,,FALSE,FALSE,,"EXCEEDS 28 DAY HOLD TIME BY 4 DAYS., EXCEEDS 48 HOUR HOLD TIME BY 11 DAYS. ESTIMATED HIGH DUE TO BLANK CONTAMINATION.",43.839789,-70.08581
HARRASEEKET RIVER - HR02,HR02,,2016-07-05,Jul,2016,13:55,13,0.2,3.86,FALSE,FALSE,1.22,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,FALSE,FALSE,,FALSE,FALSE,NO QC DATA RUN WITH THIS DATA.,,43.839789,-70.08581
HARRASEEKET RIVER - HR02,HR02,,2016-07-19,Jul,2016,12:00,12,0.2,5.05,FALSE,FALSE,1.68,FALSE,FALSE,0.038,FALSE,TRUE,0.055,FALSE,FALSE,0.309,FALSE,0.019,TRUE,0.063,FALSE,FALSE,,FALSE,FALSE,NO QC RUN WITH THIS DATA.,"ESTIMATED HIGH DUE TO BLANK CONTAMINATION, EXCEEDS 48 HOUR HOLD TIME BY 7 DAYS. ESTIMATED HIGH DUE TO BLANK CONTAMINATION.",43.839789,-70.08581
HARRASEEKET RIVER - HR02,HR02,,2016-08-01,Aug,2016,11:22,11,0.2,3.74,FALSE,TRUE,1.87,TRUE,FALSE,0.027,FALSE,FALSE,0.046,FALSE,FALSE,0.259,FALSE,0.023,TRUE,0.079,FALSE,FALSE,,FALSE,FALSE,NO QC RUN WITH THIS DATA.,"COOLER OUT OF TEMPERATURE (16.1 DEG C), EXCEEDS 48 HOUR HOLD TIME BY 12 DAYS",43.839789,-70.08581
HARRASEEKET RIVER - HR02,HR02,,2016-08-12,Aug,2016,10:15,10,0.2,3.72,FALSE,TRUE,2.29,TRUE,FALSE,0.005,TRUE,FALSE,0.071,FALSE,FALSE,0.437,TRUE,0.04,TRUE,0.079,FALSE,FALSE,,FALSE,FALSE,NO QC RUN ON THIS DATA.,"COOLER OUT OF TEMPERATURE (12.3 DEG C), EXCEEDS 48 HOUR HOLD TIME BY 15 DAYS, ONE LCS EXCEEDED LMITS (112%).",43.839789,-70.08581
HARRASEEKET RIVER - HR02,HR02,,2016-08-27,Aug,2016,07:25,7,0.2,3.72,FALSE,FALSE,1.78,FALSE,FALSE,0.005,TRUE,FALSE,0.019,FALSE,FALSE,0.311,FALSE,0.021,TRUE,0.033,FALSE,FALSE,,FALSE,FALSE,,EXCEEDS 48 HOUR HOLD TIME BY 14 DAYS,43.839789,-70.08581
HARRASEEKET RIVER - HR02,HR02,,2016-09-12,Sep,2016,09:54,9,0.2,2.41,FALSE,FALSE,1.14,FALSE,FALSE,0.005,FALSE,FALSE,0.072,FALSE,FALSE,0.572,FALSE,0.036,TRUE,0.067,FALSE,FALSE,,FALSE,FALSE,,EXCEEDS 48 HOUR HOLD TIME BY 19 DAYS,43.839789,-70.08581
HARRASEEKET RIVER - HR02,HR02,,2016-09-24,Sep,2016,07:12,7,0.2,5.04,FALSE,FALSE,1.69,FALSE,FALSE,0.02,FALSE,FALSE,0.026,FALSE,FALSE,0.609,FALSE,0.024,TRUE,0.086,FALSE,FALSE,,FALSE,FALSE,,EXCEEDS 48 HOUR HOLD TIME BY 21 DAYS. ESTIMATED HIGH DUE TO BLANK CONTAMINATION.,43.839789,-70.08581
HARRASEEKET RIVER - HR03,HR03,,2016-07-05,Jul,2016,14:15,14,0.2,3.38,FALSE,FALSE,1.23,FALSE,FALSE,0.005,TRUE,FALSE,0.056,FALSE,FALSE,0.182,TRUE,0.009,TRUE,0.088,FALSE,FALSE,,FALSE,FALSE,NO QC DATA RUN WITH THIS DATA.,"EXCEEDS 28 DAY HOLD TIME BY 4 DAYS., EXCEEDS 48 HOUR HOLD TIME BY 11 DAYS. ESTIMATED HIGH DUE TO BLANK CONTAMINATION.",43.82949,-70.09537
HARRASEEKET RIVER - HR03,HR03,,2016-07-19,Jul,2016,12:30,12,0.2,4.36,FALSE,FALSE,1.16,FALSE,FALSE,0.028,FALSE,TRUE,0.014,FALSE,FALSE,0.275,FALSE,0.021,TRUE,0.053,FALSE,FALSE,,FALSE,FALSE,NO QC RUN WITH THIS DATA.,"ESTIMATED HIGH DUE TO BLANK CONTAMINATION, EXCEEDS 48 HOUR HOLD TIME BY 7 DAYS",43.82949,-70.09537
HARRASEEKET RIVER - HR03,HR03,,2016-08-01,Aug,2016,12:00,12,0.2,4.69,FALSE,TRUE,1.91,TRUE,FALSE,0.04,FALSE,FALSE,0.004,TRUE,FALSE,0.307,FALSE,0.023,TRUE,0.135,FALSE,FALSE,,FALSE,FALSE,NO QC RUN WITH THIS DATA.,"COOLER OUT OF TEMPERATURE (16.1 DEG C), EXCEEDS 48 HOUR HOLD TIME BY 12 DAYS",43.82949,-70.09537
HARRASEEKET RIVER - HR03,HR03,,2016-08-12,Aug,2016,10:35,10,0.2,4.05,FALSE,TRUE,1.64,TRUE,FALSE,0.009,FALSE,FALSE,0.028,FALSE,FALSE,0.312,TRUE,0.024,TRUE,0.077,FALSE,FALSE,,FALSE,FALSE,NO QC RUN ON THIS DATA.,"COOLER OUT OF TEMPERATURE (12.3 DEG C), EXCEEDS 48 HOUR HOLD TIME BY 15 DAYS, ONE LCS EXCEEDED LMITS (112%).",43.82949,-70.09537
HARRASEEKET RIVER - HR03,HR03,,2016-08-27,Aug,2016,07:45,7,0.2,3.25,FALSE,FALSE,1.81,FALSE,FALSE,0.005,TRUE,FALSE,0.02,FALSE,FALSE,0.22,FALSE,0.02,TRUE,0.034,FALSE,FALSE,,FALSE,FALSE,,EXCEEDS 48 HOUR HOLD TIME BY 14 DAYS,43.82949,-70.09537
HARRASEEKET RIVER - HR03,HR03,,2016-09-12,Sep,2016,10:10,10,0.2,2.75,FALSE,FALSE,1.08,FALSE,FALSE,0.005,TRUE,FALSE,0.051,FALSE,FALSE,0.293,FALSE,0.029,TRUE,0.053,FALSE,FALSE,,FALSE,FALSE,,EXCEEDS 48 HOUR HOLD TIME BY 19 DAYS,43.82949,-70.09537
HARRASEEKET RIVER - HR03,HR03,,2016-09-24,Sep,2016,07:26,7,0.2,4.84,FALSE,FALSE,1.68,FALSE,FALSE,0.022,FALSE,FALSE,0.017,FALSE,FALSE,0.191,FALSE,0.024,TRUE,0.056,FALSE,FALSE,,FALSE,FALSE,,EXCEEDS 48 HOUR HOLD TIME BY 21 DAYS. ESTIMATED HIGH DUE TO BLANK CONTAMINATION.,43.82949,-70.09537
HARRASEEKET RIVER - HR04,HR04,,2016-07-05,Jul,2016,15:00,15,0.2,3.22,FALSE,FALSE,1.11,FALSE,FALSE,0.006,FALSE,FALSE,0.056,FALSE,FALSE,0.332,TRUE,0.014,TRUE,0.088,FALSE,FALSE,,FALSE,FALSE,NO QC DATA RUN WITH THIS DATA.,"EXCEEDS 28 DAY HOLD TIME BY 4 DAYS., EXCEEDS 48 HOUR HOLD TIME BY 11 DAYS. ESTIMATED HIGH DUE TO BLANK CONTAMINATION.",43.81995,-70.1044
HARRASEEKET RIVER - HR04,HR04,,2016-07-19,Jul,2016,13:00,13,0.2,3.38,FALSE,FALSE,1.05,FALSE,FALSE,0.03,FALSE,TRUE,0.042,FALSE,FALSE,0.248,FALSE,0.018,TRUE,0.045,FALSE,FALSE,,FALSE,FALSE,NO QC RUN WITH THIS DATA.,"ESTIMATED HIGH DUE TO BLANK CONTAMINATION, EXCEEDS 48 HOUR HOLD TIME BY 7 DAYS. ESTIMATED HIGH DUE TO BLANK CONTAMINATION.",43.81995,-70.1044
HARRASEEKET RIVER - HR04,HR04,,2016-08-01,Aug,2016,12:35,12,0.2,4.53,FALSE,TRUE,1.69,TRUE,FALSE,0.031,FALSE,FALSE,0.004,TRUE,FALSE,0.222,FALSE,0.018,TRUE,0.111,FALSE,FALSE,,FALSE,FALSE,NO QC RUN WITH THIS DATA.,"COOLER OUT OF TEMPERATURE (16.1 DEG C), EXCEEDS 48 HOUR HOLD TIME BY 12 DAYS",43.81995,-70.1044
HARRASEEKET RIVER - HR04,HR04,,2016-08-12,Aug,2016,10:58,10,0.2,3.5,FALSE,TRUE,2.2,TRUE,FALSE,0.012,FALSE,FALSE,0.007,FALSE,FALSE,0.188,TRUE,0.01,TRUE,0.041,FALSE,FALSE,,FALSE,FALSE,NO QC RUN ON THIS DATA.,"COOLER OUT OF TEMPERATURE (12.3 DEG C), EXCEEDS 48 HOUR HOLD TIME BY 15 DAYS, ONE LCS EXCEEDED LMITS (112%).",43.81995,-70.1044
HARRASEEKET RIVER - HR04,HR04,,2016-08-27,Aug,2016,08:00,8,0.2,3.9,FALSE,FALSE,1.81,FALSE,FALSE,0.005,FALSE,FALSE,0.031,FALSE,FALSE,0.138,FALSE,0.015,TRUE,0.018,FALSE,FALSE,,FALSE,FALSE,,EXCEEDS 48 HOUR HOLD TIME BY 14 DAYS,43.81995,-70.1044
HARRASEEKET RIVER - HR04,HR04,,2016-09-12,Sep,2016,09:28,9,0.2,1.82,FALSE,FALSE,1.16,FALSE,FALSE,0.005,TRUE,FALSE,0.061,FALSE,FALSE,0.261,FALSE,0.028,TRUE,0.05,FALSE,FALSE,,FALSE,FALSE,,EXCEEDS 48 HOUR HOLD TIME BY 19 DAYS,43.81995,-70.1044
HARRASEEKET RIVER - HR04,HR04,,2016-09-24,Sep,2016,07:40,7,0.2,4.75,FALSE,FALSE,1.83,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,FALSE,FALSE,,FALSE,FALSE,,,43.81995,-70.1044
HARRASEEKET RIVER - HR04,HR04,,2016-09-24,Sep,2016,07:46,7,0.2,,FALSE,FALSE,,FALSE,FALSE,0.043,FALSE,FALSE,0.026,FALSE,FALSE,0.228,FALSE,0.015,TRUE,0.064,FALSE,FALSE,,FALSE,FALSE,,EXCEEDS 48 HOUR HOLD TIME BY 21 DAYS. ESTIMATED HIGH DUE TO BLANK CONTAMINATION.,43.81995,-70.1044
HARRASEEKET RIVER - HR05,HR05,,2016-07-05,Jul,2016,16:00,16,0.2,3.91,FALSE,FALSE,1.25,FALSE,FALSE,0.005,TRUE,FALSE,0.04,FALSE,FALSE,0.184,TRUE,0.011,TRUE,0.035,FALSE,FALSE,,FALSE,FALSE,NO QC DATA RUN WITH THIS DATA.,"EXCEEDS 28 DAY HOLD TIME BY 4 DAYS., EXCEEDS 48 HOUR HOLD TIME BY 11 DAYS. ESTIMATED HIGH DUE TO BLANK CONTAMINATION.",43.80438,-70.09833
HARRASEEKET RIVER - HR05,HR05,,2016-07-19,Jul,2016,13:45,13,0.2,3.77,FALSE,FALSE,0.88,FALSE,FALSE,0.036,FALSE,TRUE,0.03,FALSE,FALSE,0.193,FALSE,0.018,TRUE,0.034,FALSE,FALSE,,FALSE,FALSE,NO QC RUN WITH THIS DATA.,"ESTIMATED HIGH DUE TO BLANK CONTAMINATION, EXCEEDS 48 HOUR HOLD TIME BY 7 DAYS. ESTIMATED HIGH DUE TO BLANK CONTAMINATION.",43.80438,-70.09833
HARRASEEKET RIVER - HR05,HR05,,2016-08-01,Aug,2016,13:10,13,0.2,4.22,FALSE,TRUE,1.89,TRUE,FALSE,0.024,FALSE,FALSE,0.004,TRUE,FALSE,0.181,FALSE,0.017,TRUE,0.062,FALSE,FALSE,,FALSE,FALSE,NO QC RUN WITH THIS DATA.,"COOLER OUT OF TEMPERATURE (16.1 DEG C), EXCEEDS 48 HOUR HOLD TIME BY 12 DAYS",43.80438,-70.09833
HARRASEEKET RIVER - HR05,HR05,,2016-08-12,Aug,2016,09:10,9,0.2,2.92,FALSE,TRUE,2.01,TRUE,FALSE,,FALSE,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,FALSE,FALSE,,FALSE,FALSE,NO QC RUN ON THIS DATA.,COOLER OUT OF TEMPERATURE (12.3 DEG C),43.80438,-70.09833
HARRASEEKET RIVER - HR05,HR05,,2016-08-12,Aug,2016,10:35,10,0.2,,FALSE,FALSE,,FALSE,FALSE,0.018,FALSE,FALSE,0.011,FALSE,FALSE,0.308,TRUE,0.016,TRUE,0.044,FALSE,FALSE,,FALSE,FALSE,,"EXCEEDS 48 HOUR HOLD TIME BY 15 DAYS, ONE LCS EXCEEDED LMITS (112%).",43.80438,-70.09833
HARRASEEKET RIVER - HR05,HR05,,2016-08-27,Aug,2016,08:40,8,0.2,4.11,FALSE,FALSE,1.82,FALSE,FALSE,0.009,FALSE,FALSE,0.032,FALSE,FALSE,0.331,FALSE,0.006,TRUE,0.013,FALSE,FALSE,,FALSE,FALSE,,EXCEEDS 48 HOUR HOLD TIME BY 14 DAYS,43.80438,-70.09833
